,lat,lon,zip
162,34.002717,-118.287486,90037
163,34.088474,-118.325526,90038
164,34.111885,-118.261032,90039
165,33.994523,-118.149952,90040
166,34.137412,-118.207607,90041
167,34.114708,-118.192098,90042
168,33.988505,-118.336358,90043
169,33.952725,-118.291904,90044
170,33.942143,-118.41733,90045
171,34.10781,-118.362247,90046
172,33.953617,-118.308429,90047
173,34.072926,-118.372712,90048
174,34.09254,-118.491064,90049
175,33.988047,-118.370361,90056
176,34.061735,-118.276757,90057
177,34.002844,-118.2164,90058
178,33.926262,-118.249883,90059
179,33.92128,-118.274186,90061
180,34.003638,-118.308806,90062
181,34.045105,-118.185914,90063
182,34.037252,-118.423573,90064
183,34.112272,-118.225496,90065
184,34.002028,-118.430656,90066
185,34.057597,-118.413998,90067
186,34.129772,-118.330989,90068
187,34.093831,-118.381697,90069
188,34.052876,-118.254943,90071
189,34.108023,-118.456964,90077
190,34.040587,-118.255403,90079
191,33.975411,-118.416997,90094
192,33.974027,-118.249509,90001
193,33.949099,-118.246737,90002
194,33.964131,-118.272783,90003
195,34.076198,-118.310722,90004
196,34.059163,-118.306892,90005
197,34.048041,-118.294177,90006
198,34.028127,-118.28483,90007
199,34.009552,-118.346724,90008
200,34.062148,-118.315889,90010
201,34.00709,-118.25868,90011
202,34.065975,-118.238642,90012
203,34.045406,-118.240454,90013
204,34.043146,-118.251746,90014
205,34.039378,-118.2663,90015
206,34.028332,-118.354337,90016
207,34.052913,-118.26434,90017
208,34.028887,-118.317183,90018
209,34.049841,-118.33846,90019
210,34.066379,-118.30987,90020
211,34.029036,-118.23787,90021
212,34.023728,-118.156274,90022
213,34.022501,-118.199613,90023
214,34.065737,-118.435016,90024
215,34.045421,-118.445873,90025
216,34.080017,-118.262643,90026
217,34.127607,-118.296387,90027
218,34.099912,-118.326912,90028
219,34.089848,-118.294661,90029
220,34.085784,-118.206666,90031
221,34.078195,-118.185502,90032
222,34.047164,-118.206614,90033
223,34.030578,-118.399613,90034
224,34.051808,-118.383674,90035
225,34.07041,-118.35041,90036
226,34.002717,-118.287486,90037
227,34.088474,-118.325526,90038
228,34.111885,-118.261032,90039
229,33.994523,-118.149952,90040
230,34.137412,-118.207607,90041
231,34.114708,-118.192098,90042
232,33.988505,-118.336358,90043
233,33.952725,-118.291904,90044
234,33.942143,-118.41733,90045
235,34.10781,-118.362247,90046
236,33.953617,-118.308429,90047
237,34.072926,-118.372712,90048
238,34.09254,-118.491064,90049
239,33.988047,-118.370361,90056
240,34.061735,-118.276757,90057
241,34.002844,-118.2164,90058
242,33.926262,-118.249883,90059
243,33.92128,-118.274186,90061
244,34.003638,-118.308806,90062
245,34.045105,-118.185914,90063
246,34.037252,-118.423573,90064
247,34.112272,-118.225496,90065
248,34.002028,-118.430656,90066
249,34.057597,-118.413998,90067
250,34.129772,-118.330989,90068
251,34.093831,-118.381697,90069
252,34.052876,-118.254943,90071
253,34.108023,-118.456964,90077
254,34.040587,-118.255403,90079
255,33.975411,-118.416997,90094
256,33.974027,-118.249509,90001
257,33.949099,-118.246737,90002
258,33.974027,-118.249509,90001
259,33.949099,-118.246737,90002
260,33.964131,-118.272783,90003
261,34.076198,-118.310722,90004
262,34.059163,-118.306892,90005
263,34.048041,-118.294177,90006
264,34.028127,-118.28483,90007
265,34.009552,-118.346724,90008
266,34.062148,-118.315889,90010
267,34.00709,-118.25868,90011
268,33.974027,-118.249509,90001
269,33.949099,-118.246737,90002
270,33.964131,-118.272783,90003
271,34.076198,-118.310722,90004
272,34.059163,-118.306892,90005
273,34.048041,-118.294177,90006
274,34.028127,-118.28483,90007
275,34.009552,-118.346724,90008
276,34.062148,-118.315889,90010
277,34.00709,-118.25868,90011
278,34.065975,-118.238642,90012
279,34.045406,-118.240454,90013
280,34.043146,-118.251746,90014
281,34.039378,-118.2663,90015
282,34.028332,-118.354337,90016
283,33.974027,-118.249509,90001
284,33.949099,-118.246737,90002
285,33.964131,-118.272783,90003
286,34.076198,-118.310722,90004
287,34.059163,-118.306892,90005
288,34.048041,-118.294177,90006
289,34.028127,-118.28483,90007
290,34.009552,-118.346724,90008
291,34.062148,-118.315889,90010
292,34.00709,-118.25868,90011
293,34.065975,-118.238642,90012
294,34.045406,-118.240454,90013
295,34.043146,-118.251746,90014
296,34.039378,-118.2663,90015
297,34.028332,-118.354337,90016
298,34.052913,-118.26434,90017
299,34.028887,-118.317183,90018
300,34.049841,-118.33846,90019
301,34.066379,-118.30987,90020
302,34.029036,-118.23787,90021
303,33.974027,-118.249509,90001
304,33.949099,-118.246737,90002
305,33.964131,-118.272783,90003
306,34.076198,-118.310722,90004
307,34.059163,-118.306892,90005
308,34.048041,-118.294177,90006
309,34.028127,-118.28483,90007
310,34.009552,-118.346724,90008
311,34.062148,-118.315889,90010
312,34.00709,-118.25868,90011
313,34.065975,-118.238642,90012
314,34.045406,-118.240454,90013
315,34.043146,-118.251746,90014
316,34.039378,-118.2663,90015
317,34.028332,-118.354337,90016
318,34.052913,-118.26434,90017
319,34.028887,-118.317183,90018
320,34.049841,-118.33846,90019
321,34.066379,-118.30987,90020
322,34.029036,-118.23787,90021
323,34.023728,-118.156274,90022
324,34.022501,-118.199613,90023
325,34.065737,-118.435016,90024
326,34.045421,-118.445873,90025
327,34.080017,-118.262643,90026
328,34.127607,-118.296387,90027
329,34.099912,-118.326912,90028
330,34.089848,-118.294661,90029
331,34.085784,-118.206666,90031
332,34.078195,-118.185502,90032
333,34.047164,-118.206614,90033
334,34.030578,-118.399613,90034
335,34.051808,-118.383674,90035
336,34.07041,-118.35041,90036
337,34.002717,-118.287486,90037
338,34.088474,-118.325526,90038
339,34.111885,-118.261032,90039
340,33.994523,-118.149952,90040
341,34.137412,-118.207607,90041
342,34.114708,-118.192098,90042
343,33.974027,-118.249509,90001
344,33.949099,-118.246737,90002
345,33.964131,-118.272783,90003
346,34.076198,-118.310722,90004
347,34.059163,-118.306892,90005
348,34.048041,-118.294177,90006
349,34.028127,-118.28483,90007
350,34.009552,-118.346724,90008
351,34.062148,-118.315889,90010
352,34.00709,-118.25868,90011
353,34.065975,-118.238642,90012
354,34.045406,-118.240454,90013
355,34.043146,-118.251746,90014
356,34.039378,-118.2663,90015
357,34.028332,-118.354337,90016
358,34.052913,-118.26434,90017
359,34.028887,-118.317183,90018
360,34.049841,-118.33846,90019
361,34.066379,-118.30987,90020
362,34.029036,-118.23787,90021
363,34.023728,-118.156274,90022
364,34.022501,-118.199613,90023
365,34.065737,-118.435016,90024
366,34.045421,-118.445873,90025
367,34.080017,-118.262643,90026
368,34.127607,-118.296387,90027
369,34.099912,-118.326912,90028
370,34.089848,-118.294661,90029
371,34.085784,-118.206666,90031
372,34.078195,-118.185502,90032
373,34.047164,-118.206614,90033
374,34.030578,-118.399613,90034
375,34.051808,-118.383674,90035
376,34.07041,-118.35041,90036
377,34.002717,-118.287486,90037
378,34.088474,-118.325526,90038
379,34.111885,-118.261032,90039
380,33.994523,-118.149952,90040
381,34.137412,-118.207607,90041
382,34.114708,-118.192098,90042
383,33.988505,-118.336358,90043
384,33.952725,-118.291904,90044
385,33.942143,-118.41733,90045
386,34.10781,-118.362247,90046
387,33.953617,-118.308429,90047
388,34.072926,-118.372712,90048
389,34.09254,-118.491064,90049
390,33.988047,-118.370361,90056
391,34.061735,-118.276757,90057
392,34.002844,-118.2164,90058
393,33.974027,-118.249509,90001
394,33.949099,-118.246737,90002
395,33.964131,-118.272783,90003
396,34.076198,-118.310722,90004
397,34.059163,-118.306892,90005
398,34.048041,-118.294177,90006
399,34.028127,-118.28483,90007
400,34.009552,-118.346724,90008
401,34.062148,-118.315889,90010
402,34.00709,-118.25868,90011
403,34.065975,-118.238642,90012
404,34.045406,-118.240454,90013
405,34.043146,-118.251746,90014
406,34.039378,-118.2663,90015
407,34.028332,-118.354337,90016
408,34.052913,-118.26434,90017
409,34.028887,-118.317183,90018
410,34.049841,-118.33846,90019
411,34.066379,-118.30987,90020
412,34.029036,-118.23787,90021
413,34.023728,-118.156274,90022
414,34.022501,-118.199613,90023
415,34.065737,-118.435016,90024
416,34.045421,-118.445873,90025
417,34.080017,-118.262643,90026
418,34.127607,-118.296387,90027
419,34.099912,-118.326912,90028
420,34.089848,-118.294661,90029
421,34.085784,-118.206666,90031
422,34.078195,-118.185502,90032
423,34.047164,-118.206614,90033
424,34.030578,-118.399613,90034
425,34.051808,-118.383674,90035
426,34.07041,-118.35041,90036
427,34.002717,-118.287486,90037
428,34.088474,-118.325526,90038
429,34.111885,-118.261032,90039
430,33.994523,-118.149952,90040
431,34.137412,-118.207607,90041
432,34.114708,-118.192098,90042
433,33.988505,-118.336358,90043
434,33.952725,-118.291904,90044
435,33.942143,-118.41733,90045
436,34.10781,-118.362247,90046
437,33.953617,-118.308429,90047
438,34.072926,-118.372712,90048
439,34.09254,-118.491064,90049
440,33.988047,-118.370361,90056
441,34.061735,-118.276757,90057
442,34.002844,-118.2164,90058
443,33.926262,-118.249883,90059
444,33.92128,-118.274186,90061
445,34.003638,-118.308806,90062
446,34.045105,-118.185914,90063
447,34.037252,-118.423573,90064
448,34.112272,-118.225496,90065
449,34.002028,-118.430656,90066
450,34.057597,-118.413998,90067
451,34.129772,-118.330989,90068
452,34.093831,-118.381697,90069
453,33.974027,-118.249509,90001
454,33.949099,-118.246737,90002
455,33.964131,-118.272783,90003
456,34.076198,-118.310722,90004
457,34.059163,-118.306892,90005
458,34.048041,-118.294177,90006
459,34.028127,-118.28483,90007
460,34.009552,-118.346724,90008
461,34.062148,-118.315889,90010
462,34.00709,-118.25868,90011
463,34.065975,-118.238642,90012
464,34.045406,-118.240454,90013
465,34.043146,-118.251746,90014
466,34.039378,-118.2663,90015
467,34.028332,-118.354337,90016
468,34.052913,-118.26434,90017
469,34.028887,-118.317183,90018
470,34.049841,-118.33846,90019
471,34.066379,-118.30987,90020
472,34.029036,-118.23787,90021
473,34.023728,-118.156274,90022
474,34.022501,-118.199613,90023
475,34.065737,-118.435016,90024
476,34.045421,-118.445873,90025
477,34.080017,-118.262643,90026
478,34.127607,-118.296387,90027
479,34.099912,-118.326912,90028
480,34.089848,-118.294661,90029
481,34.085784,-118.206666,90031
482,34.078195,-118.185502,90032
483,34.047164,-118.206614,90033
484,34.030578,-118.399613,90034
485,34.051808,-118.383674,90035
486,34.07041,-118.35041,90036
487,34.002717,-118.287486,90037
488,34.088474,-118.325526,90038
489,34.111885,-118.261032,90039
490,33.994523,-118.149952,90040
491,34.137412,-118.207607,90041
492,34.114708,-118.192098,90042
493,33.988505,-118.336358,90043
494,33.952725,-118.291904,90044
495,33.942143,-118.41733,90045
496,34.10781,-118.362247,90046
497,33.953617,-118.308429,90047
498,34.072926,-118.372712,90048
499,34.09254,-118.491064,90049
500,33.988047,-118.370361,90056
501,34.061735,-118.276757,90057
502,34.002844,-118.2164,90058
503,33.926262,-118.249883,90059
504,33.92128,-118.274186,90061
505,34.003638,-118.308806,90062
506,34.045105,-118.185914,90063
507,34.037252,-118.423573,90064
508,34.112272,-118.225496,90065
509,34.002028,-118.430656,90066
510,34.057597,-118.413998,90067
511,34.129772,-118.330989,90068
512,34.093831,-118.381697,90069
513,34.052876,-118.254943,90071
514,34.108023,-118.456964,90077
515,34.040587,-118.255403,90079
516,33.975411,-118.416997,90094
517,33.974027,-118.249509,90001
518,33.949099,-118.246737,90002
519,33.964131,-118.272783,90003
520,34.076198,-118.310722,90004
521,34.059163,-118.306892,90005
522,34.048041,-118.294177,90006
523,34.028127,-118.28483,90007
524,34.009552,-118.346724,90008
525,34.062148,-118.315889,90010
526,34.00709,-118.25868,90011
527,34.065975,-118.238642,90012
528,34.045406,-118.240454,90013
529,34.043146,-118.251746,90014
530,34.039378,-118.2663,90015
531,34.028332,-118.354337,90016
532,34.052913,-118.26434,90017
533,34.028887,-118.317183,90018
534,34.049841,-118.33846,90019
535,34.066379,-118.30987,90020
536,34.029036,-118.23787,90021
537,34.023728,-118.156274,90022
538,34.022501,-118.199613,90023
539,34.065737,-118.435016,90024
540,34.045421,-118.445873,90025
541,34.080017,-118.262643,90026
542,34.127607,-118.296387,90027
543,34.099912,-118.326912,90028
544,34.089848,-118.294661,90029
545,34.085784,-118.206666,90031
546,34.078195,-118.185502,90032
547,34.047164,-118.206614,90033
548,34.030578,-118.399613,90034
549,34.051808,-118.383674,90035
550,34.07041,-118.35041,90036
551,34.002717,-118.287486,90037
552,34.088474,-118.325526,90038
553,34.111885,-118.261032,90039
554,33.994523,-118.149952,90040
555,34.137412,-118.207607,90041
556,34.114708,-118.192098,90042
557,33.988505,-118.336358,90043
558,33.952725,-118.291904,90044
559,33.942143,-118.41733,90045
560,34.10781,-118.362247,90046
561,33.953617,-118.308429,90047
562,34.072926,-118.372712,90048
563,34.09254,-118.491064,90049
564,33.988047,-118.370361,90056
565,34.061735,-118.276757,90057
566,34.002844,-118.2164,90058
567,33.926262,-118.249883,90059
568,33.92128,-118.274186,90061
569,34.003638,-118.308806,90062
570,34.045105,-118.185914,90063
571,34.037252,-118.423573,90064
572,34.112272,-118.225496,90065
573,34.002028,-118.430656,90066
574,34.057597,-118.413998,90067
575,34.129772,-118.330989,90068
576,34.093831,-118.381697,90069
577,34.052876,-118.254943,90071
578,34.108023,-118.456964,90077
579,34.040587,-118.255403,90079
580,33.975411,-118.416997,90094
581,33.970343,-118.171368,90201
582,34.100517,-118.41463,90210
583,34.064958,-118.382979,90211
584,34.06221,-118.401966,90212
585,33.88151,-118.234451,90220
586,33.885624,-118.205918,90221
587,33.912246,-118.236773,90222
588,33.997862,-118.393617,90230
589,34.019323,-118.391902,90232
590,33.955729,-118.118346,90240
591,33.940445,-118.129022,90241
592,33.921793,-118.140588,90242
593,33.91714,-118.404267,90245
594,33.890853,-118.297967,90247
595,33.878431,-118.284104,90248
596,33.90139,-118.315697,90249
597,33.914775,-118.348083,90250
598,33.864259,-118.399303,90254
599,33.979247,-118.217438,90255
600,33.88856,-118.351813,90260
601,33.923533,-118.200705,90262
602,34.066117,-118.846342,90265
603,33.889151,-118.402127,90266
604,33.987729,-118.186597,90270
605,34.092567,-118.534363,90272
606,33.780065,-118.372454,90274
607,33.753153,-118.367964,90275
608,33.830006,-118.387124,90277
609,33.873216,-118.37036,90278
610,33.944159,-118.192761,90280
611,34.107752,-118.616218,90290
612,33.993396,-118.465193,90291
613,33.976464,-118.455267,90292
614,33.947305,-118.439841,90293
615,33.956526,-118.358654,90301
616,33.975332,-118.355252,90302
617,33.939766,-118.331085,90303
618,33.937886,-118.358559,90304
619,33.958889,-118.330548,90305
620,34.013666,-118.49375,90401
621,34.034666,-118.504039,90402
622,34.030755,-118.492101,90403
623,34.026608,-118.473643,90404
624,34.011312,-118.469762,90405
625,33.833744,-118.314022,90501
626,33.833181,-118.292062,90502
627,33.840398,-118.353715,90503
628,33.867257,-118.330794,90504
629,33.807882,-118.347957,90505
630,33.884696,-118.329998,90506
631,34.00784,-118.030271,90601
632,33.972782,-118.022066,90602
633,33.945555,-117.990719,90603
634,33.927691,-118.013828,90604
635,33.950295,-118.024351,90605
636,33.977272,-118.066363,90606
637,33.845223,-118.015292,90620
638,33.874224,-117.993368,90621
639,33.850616,-118.039565,90623
640,33.818477,-118.038307,90630
641,33.942708,-117.952483,90631
642,33.902045,-118.008961,90638
643,34.015444,-118.111012,90640
644,33.906956,-118.08264,90650
645,33.989524,-118.089299,90660
646,33.933565,-118.062611,90670
647,33.801187,-117.994904,90680
648,33.8676,-118.080612,90701
649,33.867743,-118.069472,90703
650,33.887821,-118.12725,90706
651,33.799904,-118.298661,90710
652,33.849034,-118.147902,90712
653,33.847989,-118.112601,90713
654,33.841027,-118.079141,90715
655,33.830482,-118.073451,90716
656,33.793809,-118.31717,90717
657,33.795012,-118.062691,90720
658,33.898883,-118.166629,90723
659,33.736346,-118.279183,90731
660,33.74212,-118.312878,90732
661,33.758405,-118.075043,90740
662,33.779285,-118.261724,90744
663,33.822725,-118.264109,90745
664,33.859171,-118.252273,90746
665,33.803431,-118.16977,90755
666,33.745762,-118.208042,90802
667,33.756289,-118.130636,90803
668,33.781686,-118.148365,90804
669,33.864617,-118.180567,90805
670,33.805401,-118.187701,90806
671,33.82774,-118.17482,90807
672,33.823943,-118.111335,90808
673,33.819814,-118.222416,90810
674,33.782259,-118.196793,90813
675,33.771616,-118.143631,90814
676,33.794348,-118.116391,90815
677,33.778436,-118.118648,90822
678,33.768334,-118.201636,90831
679,34.194489,-118.138263,91001
680,34.136258,-118.026704,91006
681,34.128284,-118.047732,91007
682,34.153159,-117.968818,91008
683,34.141586,-117.957627,91010
684,34.222119,-118.205306,91011
685,34.1528,-118.000482,91016
686,34.211344,-118.230655,91020
687,34.168771,-118.050216,91024
688,34.108957,-118.156615,91030
689,34.261962,-118.336078,91040
690,34.322618,-118.23757,91042
691,34.146665,-118.139459,91101
692,34.169538,-118.164941,91103
693,34.165355,-118.123751,91104
694,34.13946,-118.166648,91105
695,34.139402,-118.128659,91106
696,34.155533,-118.086178,91107
697,34.122671,-118.112911,91108
698,34.17051,-118.289463,91201
699,34.168366,-118.267771,91202
700,34.153337,-118.262974,91203
701,34.136193,-118.260934,91204
702,34.13658,-118.245839,91205
703,34.160359,-118.213769,91206
704,34.181293,-118.260278,91207
705,34.185665,-118.239497,91208
706,34.144557,-118.256507,91210
707,34.236302,-118.249185,91214
708,34.123286,-118.758541,91301
709,34.123305,-118.671025,91302
710,34.198292,-118.600914,91303
711,34.224192,-118.632384,91304
712,34.209532,-118.577563,91306
713,34.200834,-118.6649,91307
714,34.293343,-118.603123,91311
715,34.160236,-118.515472,91316
716,34.175961,-118.945108,91320
717,34.36811,-118.489038,91321
718,34.238208,-118.55029,91324
719,34.237519,-118.517712,91325
720,34.281486,-118.556005,91326
721,34.255442,-118.421313,91331
722,34.200175,-118.540958,91335
723,34.286687,-118.43508,91340
724,34.326585,-118.382261,91342
725,34.237912,-118.482306,91343
726,34.294615,-118.507001,91344
727,34.265879,-118.456748,91345
728,34.440891,-118.501747,91350
729,34.441595,-118.448112,91351
730,34.230854,-118.365856,91352
731,34.465755,-118.553789,91354
732,34.440248,-118.643992,91355
733,34.155097,-118.547553,91356
734,34.212716,-118.882102,91360
735,34.136077,-118.888919,91361
736,34.193326,-118.818681,91362
737,34.15404,-118.593153,91364
738,34.17731,-118.615704,91367
739,34.184974,-118.766912,91377
740,34.384696,-118.647244,91381
741,34.506627,-118.699048,91384
742,34.402509,-118.363427,91387
743,34.545587,-118.420095,91390
744,34.178483,-118.431791,91401
745,34.222506,-118.444689,91402
746,34.147149,-118.463365,91403
747,34.199824,-118.447609,91405
748,34.195685,-118.490752,91406
749,34.178522,-118.459234,91411
750,34.148617,-118.433298,91423
751,34.149588,-118.489708,91436
752,34.2044,-118.287527,91501
753,34.176817,-118.309323,91502
754,34.204568,-118.326365,91504
755,34.173885,-118.346937,91505
756,34.171188,-118.323914,91506
757,34.1692,-118.372498,91601
758,34.150818,-118.368159,91602
759,34.140822,-118.392864,91604
760,34.207341,-118.400973,91605
761,34.185767,-118.388323,91606
762,34.165783,-118.399795,91607
763,34.138745,-118.35088,91608
764,34.137564,-117.599945,91701
765,34.280333,-117.866141,91702
766,34.09741,-117.968269,91706
767,33.952903,-117.639325,91708
768,33.963723,-117.738596,91709
769,34.004467,-117.684697,91710
770,34.128066,-117.714773,91711
771,34.097345,-117.906736,91722
772,34.084747,-117.886844,91723
773,34.080444,-117.854734,91724
774,34.10097,-117.57882,91730
775,34.078573,-118.043456,91731
776,34.07342,-118.015344,91732
777,34.046243,-118.053748,91733
778,34.152583,-117.577707,91737
779,34.172754,-117.521243,91739
780,34.119367,-117.855054,91740
781,34.156529,-117.841605,91741
782,34.031415,-117.93647,91744
783,33.999005,-117.972146,91745
784,34.044416,-117.985366,91746
785,33.974883,-117.900676,91748
786,34.18001,-117.773939,91750
787,33.996484,-117.531268,91752
788,34.06214,-118.139562,91754
789,34.050965,-118.114394,91755
790,34.035602,-117.591528,91761
791,34.05941,-117.67401,91762
792,34.072329,-117.698315,91763
793,34.074087,-117.605618,91764
794,33.98627,-117.821282,91765
795,34.042286,-117.756106,91766
796,34.083086,-117.737998,91767
797,34.063516,-117.790379,91768
798,34.065493,-118.084529,91770
799,34.110186,-117.81039,91773
800,34.115273,-118.088266,91775
801,34.090776,-118.095091,91776
802,34.102077,-118.057754,91780
803,34.141146,-117.655583,91784
804,34.105282,-117.662036,91786
805,34.018195,-117.854821,91789
806,34.066964,-117.937007,91790
807,34.061624,-117.892235,91791
808,34.022581,-117.902359,91792
809,34.090728,-118.127527,91801
810,34.074736,-118.145959,91803
811,32.808563,-116.710076,91901
812,32.665762,-117.018657,91902
813,32.67807,-116.306851,91905
814,32.654821,-116.465541,91906
815,32.637868,-117.058031,91910
816,32.608185,-117.054512,91911
817,32.619459,-116.98582,91913
818,32.674004,-116.943933,91914
819,32.623185,-116.949053,91915
820,32.887989,-116.621354,91916
821,32.608865,-116.719661,91917
822,32.573755,-117.120872,91932
823,32.648992,-116.152565,91934
824,32.721919,-116.788204,91935
825,32.759333,-116.997247,91941
826,32.777999,-117.021511,91942
827,32.733168,-117.034176,91945
828,32.670646,-117.094668,91950
829,32.735124,-116.41516,91962
830,32.626231,-116.61002,91963
831,32.726237,-116.994318,91977
832,32.724154,-116.940093,91978
833,32.588866,-116.619172,91980
834,33.285274,-117.197777,92003
835,33.142077,-116.106046,92004
836,33.023249,-117.274923,92007
837,33.147294,-117.322181,92008
838,33.09547,-117.243882,92009
839,33.1585,-117.277163,92010
840,33.107582,-117.292182,92011
841,32.9632,-117.250309,92014
842,32.77987,-116.884422,92019
843,32.795508,-116.969747,92020
844,32.838798,-116.869956,92021
845,33.056022,-117.2599,92024
846,33.102005,-117.080419,92025
847,33.212444,-117.116098,92026
848,33.131156,-116.976997,92027
849,33.390477,-117.209427,92028
850,33.0824,-117.127641,92029
851,33.022474,-116.493688,92036
852,32.856347,-117.250058,92037
853,32.908915,-116.891975,92040
854,33.195534,-117.354538,92054
855,33.201242,-117.296984,92056
856,33.254619,-117.283341,92057
857,33.343438,-117.31725,92058
858,33.376467,-117.066121,92059
859,33.298504,-116.924783,92061
860,32.983606,-117.019035,92064
861,33.053006,-116.850651,92065
862,33.219365,-116.535247,92066
863,33.170775,-117.158676,92069
864,33.14709,-116.717453,92070
865,32.852358,-116.987842,92071
866,32.997248,-117.26058,92075
867,33.117154,-117.180627,92078
868,33.164374,-117.24027,92081
869,33.253548,-117.003366,92082
870,33.19784,-117.248203,92083
871,33.219935,-117.202606,92084
872,33.323221,-116.66593,92086
