;;;;;;;;;;;;;
;;;;;;;;;;;;;
County;City;Population;;;;;;;;;;;
San Diego;Oceanside           ;128 090;;;;;;;;;;;
San Diego;Poway               ;43 396;;;;;;;;;;;
San Diego;San Diego           ;1 110 623;;;;;;;;;;;
San Diego;San Marcos          ;38 974;;;;;;;;;;;
San Diego;Santee              ;52 902;;;;;;;;;;;
San Diego;Solana Beach        ;12 968;;;;;;;;;;;
San Diego;Vista               ;71 861;;;;;;;;;;;
San Diego;Balance Of County    ;398 722;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Francisco;San Francisco       ;723 959;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Joaquin;Escalon             ;4 437;;;;;;;;;;;
San Joaquin;Lathrop             ;6 841;;;;;;;;;;;
San Joaquin;Lodi                ;51 874;;;;;;;;;;;
San Joaquin;Manteca             ;40 773;;;;;;;;;;;
San Joaquin;Ripon               ;7 455;;;;;;;;;;;
San Joaquin;Stockton            ;210 943;;;;;;;;;;;
San Joaquin;Tracy               ;33 558;;;;;;;;;;;
San Joaquin;Balance Of County    ;124 747;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Luis Obispo;Arroyo Grande       ;14 432;;;;;;;;;;;
San Luis Obispo;Atascadero          ;23 138;;;;;;;;;;;
San Luis Obispo;El Paso De Robles   ;18 583;;;;;;;;;;;
San Luis Obispo;Grover Beach        ;11 602;;;;;;;;;;;
San Luis Obispo;Morro Bay           ;9 664;;;;;;;;;;;
San Luis Obispo;Pismo Beach         ;7 669;;;;;;;;;;;
San Luis Obispo;San Luis Obispo     ;41 958;;;;;;;;;;;
San Luis Obispo;Balance Of County    ;90 116;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Mateo;Atherton            ;7 163;;;;;;;;;;;
San Mateo;Belmont             ;24 165;;;;;;;;;;;
San Mateo;Brisbane            ;2 952;;;;;;;;;;;
San Mateo;Burlingame          ;26 666;;;;;;;;;;;
San Mateo;Colma               ;1 103;;;;;;;;;;;
San Mateo;Daly City           ;92 088;;;;;;;;;;;
San Mateo;East Palo Alto      ;23 451;;;;;;;;;;;
San Mateo;Foster City         ;28 176;;;;;;;;;;;
San Mateo;Half Moon Bay       ;8 886;;;;;;;;;;;
San Mateo;Hillsborough        ;10 667;;;;;;;;;;;
San Mateo;Menlo Park          ;28 403;;;;;;;;;;;
San Mateo;Millbrae            ;20 414;;;;;;;;;;;
San Mateo;Pacifica            ;37 670;;;;;;;;;;;
San Mateo;Portola Valley      ;4 195;;;;;;;;;;;
San Mateo;Redwood City        ;66 072;;;;;;;;;;;
San Mateo;San Bruno           ;38 961;;;;;;;;;;;
San Mateo;San Carlos          ;26 382;;;;;;;;;;;
San Mateo;San Mateo           ;85 619;;;;;;;;;;;
San Mateo;South San Francisco ;54 312;;;;;;;;;;;
San Mateo;Woodside            ;5 034;;;;;;;;;;;
San Mateo;Balance Of County    ;57 244;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Santa Barbara;Buellton            ;*;;;;;;;;;;;
Santa Barbara;Carpinteria         ;13 747;;;;;;;;;;;
Santa Barbara;Guadalupe           ;5 479;;;;;;;;;;;
Santa Barbara;Lompoc              ;37 649;;;;;;;;;;;
Santa Barbara;Santa Barbara       ;85 571;;;;;;;;;;;
Santa Barbara;Santa Maria         ;61 552;;;;;;;;;;;
Santa Barbara;Solvang             ;4 741;;;;;;;;;;;
Santa Barbara;Balance Of County    ;160 869;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Santa Clara;Campbell            ;36 088;;;;;;;;;;;
Santa Clara;Cupertino           ;39 967;;;;;;;;;;;
Santa Clara;Gilroy              ;31 487;;;;;;;;;;;
Santa Clara;Los Altos           ;26 599;;;;;;;;;;;
Santa Clara;Los Altos Hills     ;7 514;;;;;;;;;;;
Santa Clara;Los Gatos           ;27 357;;;;;;;;;;;
Santa Clara;Milpitas            ;50 690;;;;;;;;;;;
Santa Clara;Monte Sereno        ;3 287;;;;;;;;;;;
Santa Clara;Morgan Hill         ;23 928;;;;;;;;;;;
Santa Clara;Mountain View       ;67 365;;;;;;;;;;;
Santa Clara;Palo Alto           ;55 900;;;;;;;;;;;
